7.668508	6.475721
10.503309	10.168004
8.564936	9.367304
8.774868	9.305206
9.006296	9.715355
11.384214	11.803956
10.082235	8.714303
10.684188	10.616665
7.502553	5.627867
9.695996	9.838689
9.229653	9.991470
9.478228	9.775631
8.048892	7.233211
9.019120	9.169992
11.261409	12.711929
9.217920	9.080505
10.165181	10.430916
9.505800	9.157986
8.272939	6.910905
8.744922	10.041376
8.897256	9.256717
10.020299	7.974964
8.403993	8.727884
8.454255	8.170914
8.847309	9.800379
9.018639	9.932968
9.401715	9.216448
9.678914	8.553762
9.096285	9.334763
8.579995	7.009144
9.378811	8.726391
9.298617	8.436184
8.924116	9.760034
9.349922	8.706355
10.996575	12.637487
9.056512	9.830947
9.656384	11.266170
8.369044	9.438181
8.167019	9.750910
8.354103	8.693585
7.649860	6.863430
9.043200	7.255861
9.526779	9.817148
8.817849	6.005808
10.436197	9.889121
10.800162	9.454130
10.377766	11.134939
9.831675	9.268806
8.572685	6.859768
10.399649	11.248473
9.033434	10.191089
9.454849	10.853229
8.724617	7.237952
8.523334	7.720579
10.113589	11.251786
9.391347	9.337687
8.284256	9.187127
7.510229	7.061515
6.794185	7.640638
7.228974	8.376559
9.601703	9.447460
9.539652	10.247700
9.581215	9.565950
7.956190	7.179234
8.874956	8.390955
9.573656	9.285646
9.358212	8.053949
8.518893	7.235959
9.386153	8.590455
8.521140	9.226539
10.212328	11.168683
9.691338	10.054398
8.721835	6.669447
8.491843	9.198491
7.824929	6.301960
9.195392	10.476905
8.789178	9.508122
7.873059	6.855960
10.143896	10.516020
7.848513	9.311943
10.532655	10.283627
8.541631	8.023993
9.388518	9.046755
9.510905	9.676598
8.758663	8.181887
8.983458	10.363107
9.808998	9.234988
7.733643	8.373405
9.117962	8.789653
8.680521	9.466942
9.662523	10.335290
6.922714	5.352512
8.295983	7.643961
10.467894	10.805807
10.968200	11.060826
9.892903	11.331294
9.224385	9.283025
9.499239	10.956346
8.723893	9.222754
8.808561	8.498089
9.402922	8.101238
8.207623	7.619394
11.829876	12.065850
9.926621	9.152197
8.044620	7.600897
8.631186	8.336803
10.567366	10.161341
9.773656	9.365981
8.675149	8.633838
10.224497	9.261813
9.676760	9.244688
9.053724	8.228189
8.237390	7.390240
10.470980	8.156345
8.294348	10.066279
8.469615	6.881174
9.324882	8.087552
8.490772	8.313048
8.514964	9.444397
10.408040	11.339121
9.695336	8.597353
10.161718	10.714178
8.047636	6.314881
7.883483	7.327490
7.718709	7.455223
8.843483	9.429779
9.630095	11.487739
6.199692	6.140257
8.808632	9.559622
9.874176	9.125611
8.564541	7.739420
9.772175	8.207273
9.471311	8.915757
9.756314	8.348749
10.697050	9.191353
9.357001	11.221546
9.439834	9.496617
8.611667	7.124690
9.230914	8.187359
8.810198	10.045141
8.784869	8.288922
10.324460	9.713708
7.471085	7.030191
8.878980	9.103027
8.175497	9.713755
8.252414	8.705677
8.067305	6.818449
8.077520	8.269817
9.847933	10.479639
10.688187	11.266659
9.276788	8.731469
8.440499	8.007689
7.984461	9.325004
9.032519	9.608250
7.522384	7.546885
8.346827	8.413031
9.560155	9.218969
9.780540	10.612431
8.041519	8.181717
8.258393	6.881590
8.727790	8.891070
9.061465	9.217439
8.043809	6.877546
8.300945	8.388553
8.770202	10.596700
8.723530	8.319599
9.206487	9.992649
8.247127	8.713797
8.581130	8.476685
9.578046	8.822256
8.631741	8.823798
10.321356	8.836495
8.806965	10.026893
10.373773	11.083262
8.608284	9.118239
10.576043	9.869473
9.149379	10.790227
8.869056	8.350843
8.185095	8.546059
7.825128	7.484172
9.904840	11.581413
8.987254	8.304479
8.225626	7.940064
9.434294	9.365728
9.475959	10.539999
8.956451	8.544241
7.504350	8.775634
10.717874	10.065344
10.268198	10.796250
8.490810	9.706172
9.163366	8.825988
9.584016	11.501927
8.687560	9.269045
10.190006	10.730379
8.679675	9.176270
10.020215	9.211175
8.793157	9.623925
5.931184	5.125881
8.617512	7.265758
10.576519	10.478255
9.143590	8.961687
8.865266	8.776545
7.267112	6.877182
5.930546	6.418495
8.701120	9.523559
8.909740	8.730449
7.978374	8.631594
8.351887	9.473303
7.879716	7.390965
7.370031	6.253796
9.562572	7.946555
8.726885	9.540247
10.055866	10.398588
7.768136	6.817441
9.614000	7.778967
8.897345	8.165984
9.858686	7.674564
9.788217	12.008378
8.067990	8.363911
9.886669	11.058042
7.965778	7.216942
8.519465	8.840716
10.093115	11.107915
9.501755	10.631047
8.293344	8.583540
7.912081	8.949308
8.942116	7.428727
10.785479	11.253712
9.215920	10.014398
8.499380	10.023024
9.112242	8.206947
9.538709	9.588385
9.023001	8.798561
9.080228	9.145237
8.107858	7.028470
9.748360	9.354808
7.289695	8.226586
10.931835	12.231640
9.419251	10.071611
9.025513	9.633817
10.368312	11.075617
8.738835	7.108672
9.149448	9.671536
10.581169	10.720048
8.123928	7.732701
8.134286	7.626576
6.900296	8.023783
8.376472	8.626474
7.892836	7.356026
11.019737	12.074693
8.829792	7.349878
7.545131	7.947727
9.366194	11.066178
10.109700	9.327040
7.126071	6.281404
8.830307	10.029098
7.086955	7.416585
9.089530	7.178975
12.095248	10.939406
8.360941	8.302623
9.429217	9.641549
10.487960	8.341075
7.937852	7.164820
8.577750	8.865816
8.667112	8.668759
7.680116	6.786024
9.931096	9.664582
10.644847	11.637445
8.268442	10.233711
9.562118	9.078946
8.862449	8.766919
9.465029	9.122120
8.449701	7.324081
9.850391	9.471666
10.149619	11.140286
9.366615	8.925338
9.296464	10.243501
9.489680	11.042149
10.597192	9.961982
7.559881	8.004182
8.527615	7.960131
8.370237	7.408720
7.570421	7.834669
9.300096	8.962037
9.469926	10.169812
7.990235	8.984377
8.830859	9.639998
8.860808	6.683017
9.036256	11.143760
9.149655	9.759029
8.612214	6.364078
7.425590	7.882993
11.597559	12.519511
9.001523	8.856256
